Drug_ID,Food,Recommendation,Time,Recommendation_text
DB08828,food,Take,,Take with or without food. Food does not affect absorption.
DB08835,food,Take,,Take with or without food.
DB08860,food,Take,,Take with or without food. Food does not affect oral absorption or bioavailability.
DB08864,food,Take,,Take with food. Absorption is increased by 40% if taken with food.
DB08865,food,Take,,"Take with or without food. High-fat food decreases drug absorption, but not to a clinically significant extent."
DB08867,food,Take,,"Take with or without food. High-fat food increases drug absorption, but not to a clinically significant extent."
DB08868,food,Take,,Take with or without food.
DB08872,food,Take,,Take with or without food.
DB08873,food,Take,,"Take with or without food. Food decreases drug exposure, but not to a clinically significant extent."
DB08874,food,Take,,Take with or without food. High-fat meal decreases the Cmax of fidaxomicin and its metabolite in a clinically insignificant way.
DB08875,food,Do_not_take,1 hour before or 2 hours after,Take on an empty stomach. Separate the administration of cabozantinib from food by at least 1 hour before or 2 hours after eating.
DB08875,water,Take,,Take with a full glass of water.
DB08876,food,Take,,Take with or without food.
DB08877,food,Take,,"Take with or without food. A high-fat, high-calorie meal had negligible effects on the pharmacokinetics of ruxolitinib."
DB08880,food,Take,,Take with or without food.
DB08881,food,Take,,Take with or without food.
DB08882,food,Take,,"Take with or without food. High fat meals reduce the maximum concentration and increase the AUC, but not to a clinically significant extent."
DB08883,food,Take,,Take with or without food. Food slows the rate of absorption but not the extent.
DB08887,food,Take,,Take with food.
DB08890,fatty_foods,Avoid,,Avoid fatty foods. Co-administration with fatty foods may cause loose stools.
DB08893,food,Take,,"Take with food. While adults may take mirabegron with or without food, prescribing information recommends that children always co-administer mirabegron with food."
DB08895,grapefruit_products,Avoid,,Avoid grapefruit products. Dose adjustments are required when administering CYP3A4 inhibitors (grapefruit) and CYP2C19 inhibitors with tofacitinib.
DB08895,food,Take,,Take with or without food.
DB08896,food,Take,,Take after a meal. Should be taken following a low-fat meal containing less than 600 calories and less than 30% fat.
DB08896,,Take,same time every day,Take at the same time every day.
DB08899,food,Take,,Take with or without food.
DB08901,grapefruit_products,Exercise_caution,,"Exercise caution with grapefruit products. If coadministration of ponatinib and grapefruit is necessary, reduce the dose of ponatinib."
DB08901,food,Take,,Take with or without food.
DB08903,food,Take,,Take with food. Food significantly increases the oral bioavailability.
DB08907,alcohol,Avoid,,Avoid alcohol. Excess alcohol intake may promote ketoacidosis.
DB08907,fluids,Drink,,Drink plenty of fluids.
DB08907,food,Take,before,Take before a meal. It is recommended to take this drug before the first meal of the day.
DB08908,food,Take,,"Take with or without food. The incidence of flushing may be reduced by the administration of dimethyl fumarate with food; however, the product label states that it may be taken with or without food."
DB08909,food,Take,,Take with food.
DB08910,,Take,same time every day,Take at the same time every day.
DB08910,food,Take,,"Take with or without food. Administration of pomalidomide with food reduces the AUC and Cmax by 8% and 27%, respectively, and delays Tmax by two and a half hours."
DB08911,food,Take,,Take separate from meals. Take at least one hour before or two hours after a meal.
DB08912,food,Do_not_take,,Take on an empty stomach. Take dabrafenib at least one hour before or two hours after a meal.
DB08913,fluids,Drink,,Drink plenty of fluids.
DB08916,food,Take,,Take separate from meals. Take at least one hour before or two hours after a meal.
DB08918,grapefruit_products,Exercise_caution,,Exercise caution with grapefruit products. Grapefruit is a moderate to strong CYP3A4 inhibitor. Do not exceed a maximum levomilnacipran dose of 80mg daily when taking strong CYP3A4 inhibitors.
DB08918,food,Take,,Take with or without food.
DB08930,ions,Avoid,2 hours before,Avoid multivalent ions. Cations should be separated from dolutegravir administration by 2 hours before and 6 hours after cation administration. Cations can be administered with dolutegravir if given with food.
DB08930,St_Johns_Wort,Avoid,,Avoid St John's Wort.
DB08930,food,Take,,"Take with or without food. Food, particularly high-fat meals, may increase the AUC, Cmax, and Tmax of dolutegravir."
DB08931,antacids,Take,1 hour before,Take separate from antacids. Take at least 1 hour before or after antacids. Aluminum or magnesium hydroxide antacids may reduce riociguat absorption.
DB08931,food,Take,,Take with or without food.
DB08932,food,Take,,Take with or without food.
DB08934,food,Take,,Take with or without food.
DB08938,alcohol,Avoid,,Avoid alcohol.
DB08976,food,Take,,Take after a meal. Food reduces gastric irritation.
DB08976,water,Take,,Take with a full glass of water.
DB08994,garlic,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB08994,ginger,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB08994,bilberry,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB08994,danshen,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB08994,piracetam,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB08994,ginkgo_biloba,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB08995,food,Take,,Take with or without food.
DB09020,milk,Avoid,1 hour before,Avoid milk and dairy products. Take at least 1 hour before or after antacids and milk.
DB09020,antacids,Take,1 hour before,Take separate from antacids. Take at least 1 hour before or after antacids and milk.
DB09026,food,Take,,Take with or without food. Take consistently at the same time in regard to meals.
DB09027,antacids,Take,4 hours before,Take separate from antacids. Take at least 4 hours before or after antacids.
DB09027,food,Take,,Take with or without food.
DB09030,grapefruit_products,Exercise_caution,,"Exercise caution with grapefruit products. Coadministration of vorapaxar with moderate CYP3A4 inhibitors does not require intervention, but coadministration with strong inhibitors should be avoided."
DB09030,food,Take,,Take with or without food.
DB09031,fluids,Drink,,Drink plenty of fluids. Preventing dehydration is important to prevent kidney injury.
DB09031,food,Take,,Take with food. Food reduces gastric irritation.
DB09034,grapefruit_products,Avoid,,Avoid grapefruit products.
DB09038,food,Take,,"Take with or without food. Co-administration with food slightly alters pharmacokinetics, but not to a clinically significant extent."
DB09039,food,Take,,Take with or without food. Administration of eliglustat with a high-fat meal resulted in a 15% decrease in C<sub>max</sub> (not clinically significant) and no change in AUC.
DB09042,,Take,same time every day,Take at the same time every day.
DB09042,food,Take,,Take with or without food.
DB09045,food,Take,,Take with or without food.
DB09046,,Take,same time every day,Take at the same time every day.
DB09046,food,Take,,Take with or without food.
DB09048,food,Take,,Take with or without food.
DB09049,food,Do_not_take,2 hours after,Take on an empty stomach. High-fat food increases drug absorption. Take naloxegol at least 1 hour prior to the first meal of the day or 2 hours after the meal. 
DB09053,,Take,same time every day,Take at the same time every day.
DB09053,water,Take,,Take with a full glass of water.
DB09054,food,Take,,Take with or without food. Taking idelalisib with a high-fat meal may increase the AUC by 1.4 fold.
DB09061,food,Take,,Take with food. Taking cannabidiol with food (particularly high-fat food) increases its bioavailability. The absorption of cannabidiol is more consistent when meal macronutrients remain the same.
DB09063,food,Take,,"Take with food. Food increases the bioavailability of ceritinib. Taking ceritinib in a fasted state increases the risk of adverse gastrointestinal effects like nausea, vomiting, and abdominal pain."
DB09065,,Take,same time every day,Take at the same time every day.
DB09065,food,Take,,Take with food.
DB09068,alcohol,Avoid,,Avoid alcohol.
DB09068,food,Take,,Take with or without food.
DB09069,food,Take,,Take with food. Take during a meal.
DB09069,,Take,,Take with plain water. Take with a glass of water.
DB09070,food,Take,,Take with or without food.
DB09071,food,Do_not_take,,Take on an empty stomach. The Cmax of tasimelteon is reduced when taken with food.
DB09072,food,Take,,Take separate from meals. Take the first nightly dose of sodium oxybate at least two hours after eating.
DB09073,,Take,same time every day,Take at the same time every day. This applies to both palbociclib capsules and tablets.
DB09073,food,Take,,"Take with food. Palbociclib capsules should be taken with food. Some subjects have reduced bioavailability of palbociclib when in a fasted state, therefore taking with food makes the bioavailability more consistent."
DB09073,food,Take,,Take with or without food. Palbociclib tablets may be taken with or without food.
DB09074,food,Take,,Take with or without food. Food does not significantly alter the extent of olaparib absorption.
DB09075,food,Take,,Take with or without food.
DB09078,herb,Avoid,,"Avoid hypertensive herbs (e.g. bayberry, blue cohosh, cayenne, ephedra, and licorice). Lenvatinib may cause hypertension as an adverse effect; therefore, there may be additive blood pressure elevation when using hypertensive herbs."
DB09078,,Take,same time every day,Take at the same time every day.
DB09078,food,Take,,Take with or without food.
DB09079,food,Take,,Take with food. Co-administration with food improves absorption.
DB09081,food,Take,,Take with food.
DB09083,grapefruit_products,Avoid,,Avoid grapefruit products.
DB09089,food,Take,before,Take before a meal.
DB09090,water,Take,,Take with a full glass of water.
DB09090,food,Take,,Take with food. This helps prevent pinaverium from irritating the esophagus.
DB09101,antacids,Take,2 hours before or after,Take separate from antacids. Take at least 2 hours before or after antacids.
DB09101,food,Take,,Take with food.
DB09102,food,Take,,Take with or without food. Daclatasvir AUC and Cmax are slightly reduced when administered with food.
DB09115,food,Take,,Take after a meal. This may reduce gastrointestinal irritation.
DB09118,milk,Avoid,,Avoid milk and dairy products. These products may interfere with the absorption of stiripentol.
DB09118,caffeine,Limit,,Limit caffeine intake. Stiripentol may attenuate CYP1A2-mediated metabolism of caffeine.
DB09118,water,Take,,Take with a full glass of water. Oral capsules should be swallowed whole with a glass of water during a meal and oral suspension should be mixed in a glass of water and should be taken immediately after mixing during a meal.
DB09118,food,Take,,Take with food. Stiripentol degrades rapidly in an acidic environment.
DB09119,food,Take,,Take with or without food.
DB09123,,Take,same time every day,Take at the same time every day.
DB09125,food,Take,,Take with food. Take potassium citrate within 30 minutes of eating to limit gastrointestinal irritation.
DB09128,fluids,Drink,,Drink plenty of fluids.
DB09128,food,Take,,Take with or without food.
DB09133,food,Do_not_take,,Take on an empty stomach. Do not eat the meal that occurs before the administration of iothalamic acid for examination.
DB09137,food,Administer,4 hours after,Take on an empty stomach. Administer Technetium Tc-99m mebrofenin at least 4 hours after food to avoid false positives caused by food stimulating emptying of the gallbladder.
DB09138,fluids,Drink,,Drink plenty of fluids. Void urine as frequently as possible after the examination to minimize excess radiation of the bladder.
DB09143,food,Do_not_take,1 hour before or 2 hours after,Take on an empty stomach. Take sonidegib at least 1 hour before or 2 hours after eating.
DB09144,water,Take,,Take with a full glass of water. Take with at least 4 ounces of water.
DB09144,food,Take,,Take with or without food. Mix the uridine triacetate granules with soft food and consume within 30 minutes of mixing.
DB09146,food,Take,,Take with food. Take with meals to maximize phosphate binding capacity and reduce phosphate absorption.
DB09154,food,Take,,Take with or without food. Recommendations vary from product to product - consult individual product monographs for additional information.
